,Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min,Dia
36123,Nossa Senhora de Nazaré,PI,37,24,86,26,28/8/2024
36124,Nossa Senhora da Glória,SE,29,19,98,51,28/8/2024
36125,Nonoai,RS,18,4,91,53,28/8/2024
36126,Nioaque,MS,29,13,58,34,28/8/2024
36127,Nortelândia,MT,34,17,55,26,28/8/2024
36128,Nísia Floresta,RN,29,22,90,57,28/8/2024
36129,Niterói,RJ,23,14,90,57,28/8/2024
36130,Nina Rodrigues,MA,36,24,95,38,28/8/2024
36131,Nilópolis,RJ,24,12,92,54,28/8/2024
36132,Nossa Senhora Aparecida,SE,27,18,96,56,28/8/2024
36133,Nazaré do Piauí,PI,37,25,56,25,28/8/2024
36134,Nepomuceno,MG,24,8,95,51,28/8/2024
36135,Neves Paulista,SP,26,10,70,25,28/8/2024
36136,Nazarezinho,PB,36,22,74,21,28/8/2024
36137,Nazaré,BA,27,19,97,62,28/8/2024
36138,Naviraí,MS,27,13,67,38,28/8/2024
36139,Navegantes,SC,19,9,100,66,28/8/2024
36140,Natividade,RJ,21,15,81,57,28/8/2024
36141,Natividade da Serra,SP,16,4,100,55,28/8/2024
36142,Natividade,TO,37,24,40,23,28/8/2024
36143,Natércia,MG,22,6,100,37,28/8/2024
36144,Nerópolis,GO,33,18,55,25,28/8/2024
36145,Nanuque,MG,27,18,78,44,28/8/2024
36146,Naque,MG,25,19,70,52,28/8/2024
36147,Mutunópolis,GO,37,24,48,22,28/8/2024
36148,Muzambinho,MG,23,8,92,48,28/8/2024
36149,Murici dos Portelas,PI,38,24,87,30,28/8/2024
36150,Natal,RN,27,23,90,69,28/8/2024
36151,Muribeca,SE,27,20,96,58,28/8/2024
36152,Murutinga do Sul,SP,27,12,77,19,28/8/2024
36153,Mutuípe,BA,23,19,98,80,28/8/2024
36154,Muqui,ES,20,13,89,53,28/8/2024
36155,Muquém de São Francisco,BA,32,19,70,27,28/8/2024
36156,Muriaé,MG,24,12,86,47,28/8/2024
36157,Mundo Novo,BA,26,17,96,55,28/8/2024
36158,Munhoz,MG,21,4,87,29,28/8/2024
36159,Muniz Ferreira,BA,25,20,98,76,28/8/2024
36160,Mundo Novo,MS,22,8,88,43,28/8/2024
36161,Mulungu do Morro,BA,27,17,90,38,28/8/2024
36162,Mulungu,CE,35,23,71,25,28/8/2024
36163,Mucurici,ES,25,18,85,56,28/8/2024
36164,Muitos Capões,RS,16,2,92,50,28/8/2024
36165,Muliterno,RS,16,3,90,52,28/8/2024
36166,Mucuri,BA,25,20,86,60,28/8/2024
36167,Muçum,RS,17,2,100,57,28/8/2024
36168,Mucugê,BA,22,15,100,55,28/8/2024
36169,Muaná,PA,34,25,97,52,28/8/2024
36170,Mucajaí,RR,30,23,97,68,28/8/2024
36171,Mucambo,CE,31,20,86,35,28/8/2024
36172,Mostardas,RS,17,7,100,73,28/8/2024
36173,Motuca,SP,27,8,69,27,28/8/2024
36174,Mossoró,RN,36,24,75,32,28/8/2024
36175,Mossâmedes,GO,34,18,57,21,28/8/2024
36176,Mozarlândia,GO,38,22,52,19,28/8/2024
36177,Morro do Chapéu,BA,23,15,100,52,28/8/2024
36178,Mortugaba,BA,25,14,96,46,28/8/2024
36179,Morro Grande,SC,18,4,98,61,28/8/2024
36180,Morro Reuter,RS,18,7,99,69,28/8/2024
36181,Morro do Pilar,MG,22,15,86,61,28/8/2024
36182,Morro do Chapéu do Piauí,PI,38,24,80,26,28/8/2024
36183,Morretes,PR,18,9,84,60,28/8/2024
36184,Morro Cabeça no Tempo,PI,34,21,64,25,28/8/2024
36185,Morpará,BA,35,21,69,22,28/8/2024
36186,Morro Agudo de Goiás,GO,34,20,58,24,28/8/2024
36187,Morro da Fumaça,SC,17,6,100,67,28/8/2024
36188,Morro Agudo,SP,34,16,76,22,28/8/2024
36189,Moreno,PE,27,20,93,70,28/8/2024
36190,Montividiu do Norte,GO,36,24,42,22,28/8/2024
36191,Nilo Peçanha,BA,27,19,97,61,28/8/2024
36192,Montividiu,GO,32,14,58,23,28/8/2024
36193,Montes Claros,MG,29,16,85,33,28/8/2024
36194,Montezuma,MG,27,15,92,41,28/8/2024
36195,Moreira Sales,PR,23,9,62,31,28/8/2024
36196,Moreilândia,PE,31,19,85,29,28/8/2024
36197,Montes Altos,MA,36,24,73,33,28/8/2024
36198,Monteirópolis,AL,28,18,94,55,28/8/2024
36199,Monteiro,PB,30,17,92,37,28/8/2024
36200,Monteiro Lobato,SP,19,6,99,58,28/8/2024
36201,Montes Claros de Goiás,GO,35,19,51,25,28/8/2024
36202,Monte Sião,MG,24,5,97,36,28/8/2024
36203,Monte Santo de Minas,MG,26,8,92,43,28/8/2024
36204,Monte Santo,BA,28,19,91,48,28/8/2024
36205,Monte Horebe,PB,33,20,81,25,28/8/2024
36206,Monte Mor,SP,27,9,83,38,28/8/2024
36207,Monte do Carmo,TO,39,26,39,16,28/8/2024
36208,Monte Castelo,SC,17,2,90,57,28/8/2024
36209,Monte das Gameleiras,RN,30,20,91,51,28/8/2024
36210,Monte Formoso,MG,19,15,98,76,28/8/2024
36211,Monte Castelo,SP,26,11,68,21,28/8/2024
36212,Monte Carmelo,MG,30,18,71,31,28/8/2024
36213,Monte Aprazível,SP,32,13,62,22,28/8/2024
36214,Monte Azul Paulista,SP,32,14,71,33,28/8/2024
36215,Mulungu,PB,30,20,94,56,28/8/2024
36216,Monte Carlo,SC,17,2,89,41,28/8/2024
36217,Monte Alto,SP,31,13,74,35,28/8/2024
36218,Monte Alegre do Sul,SP,23,6,92,28,28/8/2024
36219,Monte Alegre de Minas,MG,32,13,70,21,28/8/2024
36220,Monte Alegre de Goiás,GO,35,22,47,23,28/8/2024
36221,Monte Alegre,PA,32,22,99,61,28/8/2024
36222,Monte Alegre de Sergipe,SE,29,19,99,48,28/8/2024
36223,Montauri,RS,16,1,100,50,28/8/2024
36224,Monte Belo do Sul,RS,17,3,94,57,28/8/2024
36225,Montanhas,RN,29,21,94,59,28/8/2024
36226,Montalvânia,MG,32,19,79,29,28/8/2024
36227,Monsenhor Tabosa,CE,31,18,96,35,28/8/2024
36228,Monsenhor Paulo,MG,22,7,100,48,28/8/2024
36229,Monsenhor Hipólito,PI,35,22,70,27,28/8/2024
36230,Monsenhor Gil,PI,38,24,46,25,28/8/2024
36231,Monções,SP,32,12,68,30,28/8/2024
36232,Mombaça,CE,36,22,83,23,28/8/2024
36233,Monção,MA,34,24,95,48,28/8/2024
36234,Moiporá,GO,34,17,56,23,28/8/2024
36235,Mogi das Cruzes,SP,21,7,95,54,28/8/2024
36236,Moita Bonita,SE,27,19,93,60,28/8/2024
36237,Moema,MG,29,15,76,40,28/8/2024
36238,Moeda,MG,26,11,84,46,28/8/2024
36239,Modelo,SC,18,4,83,56,28/8/2024
36240,Mococa,SP,26,7,97,41,28/8/2024
36241,Missão Velha,CE,33,21,78,28,28/8/2024
36242,Mirim Doce,SC,16,3,96,55,28/8/2024
36243,Mirinzal,MA,32,23,98,62,28/8/2024
36244,Mirassol D'Oeste,MT,32,15,58,29,28/8/2024
36245,Monjolos,MG,30,19,73,36,28/8/2024
36246,Miranorte,TO,39,23,48,17,28/8/2024
36247,Mirante do Paranapanema,SP,29,11,78,32,28/8/2024
36248,Mirandópolis,SP,31,12,68,29,28/8/2024
36249,Mirandiba,PE,31,19,83,33,28/8/2024
36250,Miranda,MS,29,13,69,37,28/8/2024
36251,Mirante,BA,29,17,97,43,28/8/2024
36252,Miraíma,CE,36,23,90,32,28/8/2024
36253,Miraí,MG,18,13,95,71,28/8/2024
36254,Miranda do Norte,MA,36,25,92,40,28/8/2024
36255,Miradouro,MG,19,13,85,66,28/8/2024
36256,Miracema do Tocantins,TO,38,22,64,19,28/8/2024
36257,Miracatu,SP,21,7,100,59,28/8/2024
36258,Mira Estrela,SP,29,13,62,17,28/8/2024
36259,Minas Novas,MG,27,17,89,38,28/8/2024
36260,Mirabela,MG,30,18,69,35,28/8/2024
36261,Mineiros do Tietê,SP,24,9,90,51,28/8/2024
36262,Minas do Leão,RS,18,5,100,60,28/8/2024
36263,Mimoso do Sul,ES,21,15,82,47,28/8/2024
36264,Minador do Negrão,AL,27,17,94,59,28/8/2024
36265,Milton Brandão,PI,37,22,61,26,28/8/2024
36266,Milagres do Maranhão,MA,38,24,91,28,28/8/2024
36267,Milagres,BA,27,17,95,45,28/8/2024
36268,Minaçu,GO,36,22,61,28,28/8/2024
36269,Miguel Leão,PI,37,23,52,27,28/8/2024
36270,Milagres,CE,34,21,78,26,28/8/2024
36271,Messias,AL,26,19,94,73,28/8/2024
36272,Miguel Pereira,RJ,21,9,91,55,28/8/2024
36273,Mesquita,MG,23,17,75,58,28/8/2024
36274,Mesquita,RJ,24,12,92,54,28/8/2024
36275,Mercedes,PR,22,10,64,41,28/8/2024
36276,Meruoca,CE,34,22,86,33,28/8/2024
36277,Mesópolis,SP,30,14,59,17,28/8/2024
36278,Melgaço,PA,33,26,89,56,28/8/2024
36279,Mendes,RJ,18,8,100,54,28/8/2024
36280,Meleiro,SC,18,4,100,61,28/8/2024
36281,Medina,MG,24,17,94,58,28/8/2024
36282,Medeiros Neto,BA,26,18,83,51,28/8/2024
36283,Mauriti,CE,34,21,77,26,28/8/2024
36284,Medeiros,MG,26,12,94,45,28/8/2024
36285,Maximiliano de Almeida,RS,18,4,92,50,28/8/2024
36286,Maués,AM,34,26,94,56,28/8/2024
36287,Matutina,MG,26,14,87,42,28/8/2024
36288,Maurilândia do Tocantins,TO,38,24,78,22,28/8/2024
36289,Matriz de Camaragibe,AL,26,19,94,74,28/8/2024
36290,Mato Verde,MG,32,19,75,32,28/8/2024
36291,Matrinchã,GO,37,20,52,20,28/8/2024
36292,Mato Queimado,RS,21,11,86,64,28/8/2024
36293,Mauá da Serra,PR,19,7,73,40,28/8/2024
36294,Matozinhos,MG,27,14,89,32,28/8/2024
36295,Matos Costa,SC,17,3,83,46,28/8/2024
36296,Maturéia,PB,31,17,93,33,28/8/2024
36297,Mato Castelhano,RS,18,9,87,60,28/8/2024
36298,Matias Cardoso,MG,33,20,68,29,28/8/2024
36299,Matipó,MG,21,13,81,60,28/8/2024
36300,Matina,BA,31,19,77,33,28/8/2024
36301,Mato Leitão,RS,17,4,93,68,28/8/2024
36302,Matias Barbosa,MG,22,11,93,52,28/8/2024
36303,Matinha,MA,34,24,95,50,28/8/2024
36304,Matão,SP,31,13,71,37,28/8/2024
36305,Materlândia,MG,21,16,88,64,28/8/2024
36306,Mata Verde,MG,22,16,99,77,28/8/2024
36307,Mateus Leme,MG,27,12,97,33,28/8/2024
36308,Mata Grande,AL,26,17,96,54,28/8/2024
36309,Mathias Lobato,MG,26,18,77,47,28/8/2024
36310,Mata de São João,BA,29,20,92,52,28/8/2024
36311,Maruim,SE,27,21,91,62,28/8/2024
36312,Martins Soares,MG,21,14,84,58,28/8/2024
36313,Marzagão,GO,33,16,72,20,28/8/2024
36314,Massapê,CE,36,23,91,31,28/8/2024
36315,Mata,RS,18,8,98,75,28/8/2024
36316,Martinópolis,SP,26,10,60,17,28/8/2024
36317,Martinópole,CE,36,24,85,32,28/8/2024
36318,Massaranduba,SC,18,8,96,61,28/8/2024
36319,Marques de Souza,RS,16,2,98,62,28/8/2024
36320,Maripá de Minas,MG,19,11,90,62,28/8/2024
36321,Marmelópolis,MG,19,4,100,38,28/8/2024
36322,Marizópolis,PB,36,23,74,20,28/8/2024
36323,Marliéria,MG,23,16,78,59,28/8/2024
36324,Maripá,PR,25,12,72,39,28/8/2024
36325,Mário Campos,MG,27,11,99,33,28/8/2024
36326,Mariluz,PR,23,9,68,33,28/8/2024
36327,Marília,SP,28,10,74,41,28/8/2024
36328,Maringá,PR,28,11,65,33,28/8/2024
36329,Marinópolis,SP,27,12,63,23,28/8/2024
36330,Marilândia,ES,26,16,74,43,28/8/2024
36331,Marilac,MG,26,19,76,48,28/8/2024
36332,Marilena,PR,24,11,67,32,28/8/2024
36333,Marilândia do Sul,PR,26,9,74,36,28/8/2024
36334,Mariana Pimentel,RS,16,6,100,66,28/8/2024
36335,Maribondo,AL,25,17,95,71,28/8/2024
36336,Maria Helena,PR,23,9,66,34,28/8/2024
36337,Mariápolis,SP,26,10,64,17,28/8/2024
36338,Maresias,SP,21,13,80,64,28/8/2024
36339,Maria da Fé,MG,24,9,83,47,28/8/2024
36340,Marianópolis do Tocantins,TO,39,23,58,20,28/8/2024
36341,Mari,PB,30,21,93,49,28/8/2024
36342,Marechal Thaumaturgo,AC,32,18,88,41,28/8/2024
36343,Marcolândia,PI,31,19,84,33,28/8/2024
36344,Marcionílio Souza,BA,30,19,89,41,28/8/2024
36345,Marechal Floriano,ES,21,11,92,51,28/8/2024
36346,Maravilhas,MG,30,15,79,31,28/8/2024
36347,Marechal Deodoro,AL,26,22,86,70,28/8/2024
36348,Marcação,PB,28,21,96,66,28/8/2024
36349,Marechal Cândido Rondon,PR,26,13,65,36,28/8/2024
36350,Marcelino Ramos,RS,18,3,98,55,28/8/2024
36351,Maravilha,SC,23,12,70,48,28/8/2024
36352,Maratá,RS,16,6,95,66,28/8/2024
36353,Maraú,BA,26,21,90,68,28/8/2024
36354,Maragogipe,BA,25,20,100,76,28/8/2024
36355,Maraial,PE,25,18,94,74,28/8/2024
36356,Marajá do Sena,MA,33,22,99,49,28/8/2024
36357,Marapanim,PA,32,24,96,68,28/8/2024
36358,Marau,RS,16,3,90,56,28/8/2024
36359,Maracás,BA,22,15,100,67,28/8/2024
36360,Maracanã,PA,29,27,85,77,28/8/2024
36361,Maracajá,SC,18,5,100,64,28/8/2024
36362,Maracaçumé,MA,34,24,98,54,28/8/2024
36363,Mara Rosa,GO,36,26,41,23,28/8/2024
36364,Marabá Paulista,SP,25,11,60,23,28/8/2024
36365,Marabá,PA,37,24,92,27,28/8/2024
36366,Mar Vermelho,AL,25,17,96,69,28/8/2024
36367,Mansidão,BA,34,21,63,24,28/8/2024
36368,Maquiné,RS,17,6,97,67,28/8/2024
36369,Mantena,MG,23,15,85,54,28/8/2024
36370,Manoel Vitorino,BA,23,19,95,75,28/8/2024
36371,Manoel Urbano,AC,33,17,74,35,28/8/2024
36372,Manoel Emídio,PI,38,21,54,22,28/8/2024
36373,Manhumirim,MG,20,12,88,65,28/8/2024
36374,Manoel Ribas,PR,21,8,86,46,28/8/2024
36375,Mangueirinha,PR,19,5,89,40,28/8/2024
36376,Manhuaçu,MG,23,11,93,46,28/8/2024
36377,Mangaratiba,RJ,21,16,100,63,28/8/2024
36378,Manga,MG,33,21,68,29,28/8/2024
36379,Mandirituba,PR,16,5,100,68,28/8/2024
36380,Manduri,SP,26,8,90,44,28/8/2024
36381,Manfrinópolis,PR,19,6,75,46,28/8/2024
36382,Mandaguari,PR,23,9,71,27,28/8/2024
36383,Mandaguaçu,PR,23,9,71,29,28/8/2024
36384,Manaus,AM,34,25,87,51,28/8/2024
36385,Mâncio Lima,AC,33,18,80,40,28/8/2024
36386,Manaíra,PB,31,18,83,29,28/8/2024
36387,Manari,PE,26,17,95,54,28/8/2024
36388,Mambaí,GO,33,20,54,25,28/8/2024
36389,Manacapuru,AM,32,24,97,57,28/8/2024
36390,Mampituba,RS,18,5,92,64,28/8/2024
36391,Mamonas,MG,30,17,81,35,28/8/2024
36392,Mamborê,PR,20,8,65,37,28/8/2024
36393,Manaquiri,AM,35,25,87,47,28/8/2024
36394,Mallet,PR,16,4,91,57,28/8/2024
36395,Malhada dos Bois,SE,28,20,90,60,28/8/2024
36396,Malta,PB,35,21,75,28,28/8/2024
36397,Mamanguape,PB,28,20,95,63,28/8/2024
36398,Malhador,SE,27,19,93,60,28/8/2024
36399,Malhada,BA,33,21,66,30,28/8/2024
36400,Malacacheta,MG,20,15,94,67,28/8/2024
36401,Major Isidoro,AL,27,18,94,57,28/8/2024
36402,Major Gercino,SC,16,4,97,64,28/8/2024
36403,Major Vieira,SC,17,3,90,59,28/8/2024
36404,Major Sales,RN,35,21,77,23,28/8/2024
36405,Mairipotaba,GO,33,16,67,22,28/8/2024
36406,Mairiporã,SP,22,7,94,52,28/8/2024
36407,Mairinque,SP,22,8,91,48,28/8/2024
36408,Magda,SP,27,11,65,19,28/8/2024
36409,Mairi,BA,27,17,99,52,28/8/2024
36410,Magé,RJ,25,13,84,51,28/8/2024
36411,Magalhães de Almeida,MA,38,24,88,29,28/8/2024
36412,Maiquinique,BA,25,17,98,66,28/8/2024
36413,Magalhães Barata,PA,33,24,96,62,28/8/2024
36414,Mafra,SC,19,5,100,59,28/8/2024
36415,Maetinga,BA,26,16,97,51,28/8/2024
36416,Mãe D'Água,PB,31,17,93,33,28/8/2024
36417,Madre de Deus,BA,26,22,92,70,28/8/2024
36418,Madre de Deus de Minas,MG,23,10,95,48,28/8/2024
36419,Malhada de Pedras,BA,27,19,87,51,28/8/2024
36420,Madalena,CE,33,23,82,32,28/8/2024
36421,Macuco,RJ,22,11,85,48,28/8/2024
36422,Madeiro,PI,38,24,91,28,28/8/2024
36423,Mãe do Rio,PA,34,23,100,58,28/8/2024
36424,Macieira,SC,16,3,84,47,28/8/2024
36425,Machados,PE,28,19,97,55,28/8/2024
36426,Machado,MG,25,9,90,52,28/8/2024
36427,Macururé,BA,32,19,83,32,28/8/2024
36428,Maceió,AL,26,25,78,72,28/8/2024
36429,Machadinho D'Oeste,RO,34,19,75,35,28/8/2024
36430,Machacalis,MG,23,18,88,66,28/8/2024
36431,Macapá,AP,32,24,96,62,28/8/2024
36432,Machadinho,RS,17,4,92,52,28/8/2024
36433,Macaúbas,BA,30,16,82,31,28/8/2024
36434,Macambira,SE,27,18,96,59,28/8/2024
36435,Macaubal,SP,26,10,68,23,28/8/2024
36436,Macaé,RJ,22,15,86,60,28/8/2024
36437,Macajuba,BA,28,17,99,47,28/8/2024
36438,Luzinópolis,TO,38,23,59,26,28/8/2024
36439,Maçambará,RS,19,6,92,54,28/8/2024
36440,Luzilândia,PI,37,24,91,29,28/8/2024
36441,Macaíba,RN,30,22,90,54,28/8/2024
36442,Luzerna,SC,17,2,92,46,28/8/2024
36443,Lutécia,SP,25,9,63,20,28/8/2024
36444,Luz,MG,29,15,85,37,28/8/2024
36445,Luiziânia,SP,27,9,69,15,28/8/2024
36446,Lunardelli,PR,21,8,73,41,28/8/2024
36447,Lupércio,SP,23,8,68,26,28/8/2024
36448,Luminárias,MG,22,7,97,50,28/8/2024
36449,Lupionópolis,PR,24,10,75,27,28/8/2024
36450,Luiziana,PR,20,7,71,42,28/8/2024
36451,Luislândia,MG,32,20,62,30,28/8/2024
36452,Luís Gomes,RN,34,21,81,23,28/8/2024
36453,Luís Eduardo Magalhães,BA,31,20,56,29,28/8/2024
36454,Luís Correia,PI,32,25,86,53,28/8/2024
36455,Lucrécia,RN,35,22,76,27,28/8/2024
36456,Luciara,MT,39,24,52,21,28/8/2024
36457,Luís Domingues,MA,32,25,95,60,28/8/2024
36458,Lucélia,SP,26,10,64,16,28/8/2024
36459,Lucena,PB,27,22,90,68,28/8/2024
36460,Luís Antônio,SP,30,12,77,37,28/8/2024
36461,Lucianópolis,SP,24,8,69,25,28/8/2024
36462,Lucas do Rio Verde,MT,38,21,50,19,28/8/2024
36463,Lorena,SP,22,9,93,55,28/8/2024
36464,Lourdes,SP,24,11,78,31,28/8/2024
36465,Loreto,MA,38,21,58,22,28/8/2024
36466,Lontras,SC,16,6,94,60,28/8/2024
36467,Louveira,SP,25,8,83,44,28/8/2024
36468,Luisburgo,MG,30,20,49,0,28/8/2024
36469,Lontra,MG,31,19,69,33,28/8/2024
36470,Logradouro,PB,29,20,93,58,28/8/2024
36471,Lobato,PR,24,10,72,24,28/8/2024
36472,Loanda,PR,27,13,65,40,28/8/2024
36473,Londrina,PR,26,9,75,38,28/8/2024
36474,Lizarda,TO,34,24,48,21,28/8/2024
36475,Livramento de Nossa Senhora,BA,28,14,93,39,28/8/2024
36476,Livramento,PB,31,17,95,37,28/8/2024
36477,Lindolfo Collor,RS,17,5,94,67,28/8/2024
36478,Linha Nova,RS,17,5,95,66,28/8/2024
36479,Lindóia,SP,24,3,91,33,28/8/2024
36480,Lindóia do Sul,SC,17,3,85,49,28/8/2024
36481,Linhares,ES,25,18,77,53,28/8/2024
36482,Limoeiro do Norte,CE,36,24,72,27,28/8/2024
36483,Lindoeste,PR,21,6,85,45,28/8/2024
36484,Limoeiro do Ajuru,PA,34,26,89,55,28/8/2024
36485,Limoeiro,PE,29,20,93,52,28/8/2024
36486,Limeira,SP,26,8,88,42,28/8/2024
36487,Lidianópolis,PR,21,8,73,41,28/8/2024
36488,Lima Duarte,MG,19,8,97,54,28/8/2024
36489,Lima Campos,MA,37,24,94,32,28/8/2024
36490,Limoeiro de Anadia,AL,27,19,96,59,28/8/2024
36491,Limeira do Oeste,MG,29,14,71,23,28/8/2024
36492,Licínio de Almeida,BA,15,10,100,82,28/8/2024
36493,Leópolis,PR,24,8,80,29,28/8/2024
36494,Leopoldina,MG,20,15,88,67,28/8/2024
36495,Liberdade,MG,18,6,100,60,28/8/2024
36496,Leopoldo de Bulhões,GO,32,15,71,22,28/8/2024
36497,Leoberto Leal,SC,16,3,100,61,28/8/2024
36498,Liberato Salzano,RS,22,12,80,59,28/8/2024
36499,Lençóis,BA,25,16,98,54,28/8/2024
36500,Leme,SP,25,8,88,50,28/8/2024
36501,Lebon Régis,SC,18,6,96,42,28/8/2024
36502,Leme do Prado,MG,25,17,94,53,28/8/2024
36503,Leandro Ferreira,MG,29,16,81,31,28/8/2024
36504,Lençóis Paulista,SP,23,8,72,23,28/8/2024
36505,Lavras do Sul,RS,15,4,100,65,28/8/2024
36506,Lavras da Mangabeira,CE,34,22,75,23,28/8/2024
36507,Lavrinhas,SP,18,11,87,59,28/8/2024
36508,Lavras,MG,25,11,96,42,28/8/2024
36509,Lavínia,SP,31,12,67,27,28/8/2024
36510,Laurentino,SC,17,4,100,57,28/8/2024
36511,Lavandeira,TO,36,22,51,21,28/8/2024
36512,Lauro Müller,SC,17,4,99,63,28/8/2024
36513,Lassance,MG,32,19,68,30,28/8/2024
36514,Lastro,PB,34,21,78,23,28/8/2024
36515,Laranjeiras do Sul,PR,24,8,74,41,28/8/2024
36516,Lauro de Freitas,BA,26,22,91,73,28/8/2024
36517,Laranjeiras,SE,27,20,90,62,28/8/2024
36518,Laranjal Paulista,SP,27,9,85,39,28/8/2024
36519,Lapão,BA,28,17,89,35,28/8/2024
36520,Laranjal do Jari,AP,34,23,99,47,28/8/2024
36521,Laranjal,PR,21,6,76,40,28/8/2024
36522,Lapa,PR,17,6,100,65,28/8/2024
36523,Laranja da Terra,ES,24,17,72,51,28/8/2024
36524,Laranjal,MG,25,14,91,46,28/8/2024
36525,Landri Sales,PI,37,24,45,23,28/8/2024
36526,Lambari D'Oeste,MT,33,15,57,26,28/8/2024
36527,Lamim,MG,20,11,86,60,28/8/2024
36528,Lajes Pintadas,RN,31,19,93,42,28/8/2024
36529,Lamarão,BA,31,18,95,39,28/8/2024
36530,Lajinha,MG,22,12,87,56,28/8/2024
36531,Lajedinho,BA,26,17,99,49,28/8/2024
36532,Lajedo,PE,24,15,100,68,28/8/2024
36533,Lambari,MG,22,6,100,44,28/8/2024
36534,Lajedo do Tabocal,BA,23,16,100,63,28/8/2024
36535,Lajes,RN,32,21,88,39,28/8/2024
36536,Lajedão,BA,24,18,85,62,28/8/2024
36537,Lajeado Novo,MA,39,23,67,23,28/8/2024
36538,Lajeado Grande,SC,19,3,85,47,28/8/2024
36539,Lajeado,RS,19,8,100,72,28/8/2024
36540,Laje do Muriaé,RJ,21,15,91,62,28/8/2024
36541,Lajeado,TO,38,23,74,20,28/8/2024
36542,Laje,BA,24,19,97,78,28/8/2024
36543,Laguna Carapã,MS,23,9,63,42,28/8/2024
36544,Laguna,SC,19,11,98,64,28/8/2024
36545,Lagoão,RS,17,3,95,45,28/8/2024
36546,Lagoinha do Piauí,PI,37,22,57,25,28/8/2024
36547,Lagoinha,SP,19,7,97,48,28/8/2024
36548,Lagoa Santa,GO,30,13,75,28,28/8/2024
36549,Lagoa Seca,PB,25,18,99,61,28/8/2024
36550,Lagoa Vermelha,RS,16,2,93,49,28/8/2024
36551,Lagoa Santa,MG,27,15,81,41,28/8/2024
36552,Lagoa Real,BA,27,19,90,53,28/8/2024
36553,Lagoa Grande,PE,33,20,77,29,28/8/2024
36554,Lagoa Nova,RN,31,21,94,50,28/8/2024
36555,Lagoa Formosa,MG,29,15,79,33,28/8/2024
36556,Lagoa Grande,MG,33,19,67,29,28/8/2024
36557,Lagoa Grande do Maranhão,MA,36,24,83,27,28/8/2024
36558,Lagoa Salgada,RN,31,21,94,50,28/8/2024
36559,Lagoa dos Patos,MG,32,19,71,33,28/8/2024
36560,Lagoa Dourada,MG,20,9,91,59,28/8/2024
36561,Lagoa do Sítio,PI,34,23,59,26,28/8/2024
36562,Lagoa dos Três Cantos,RS,17,3,97,51,28/8/2024
36563,Lagoa do Tocantins,TO,38,22,47,17,28/8/2024
36564,Lagoa do Piauí,PI,38,22,75,24,28/8/2024
36565,Lagoa do Ouro,PE,24,16,98,70,28/8/2024
36566,Lagoa do Mato,MA,35,25,51,29,28/8/2024
36567,Lagoa dos Gatos,PE,24,16,98,74,28/8/2024
36568,Lagoa de São Francisco,PI,36,22,88,27,28/8/2024
36569,Lagoa do Barro do Piauí,PI,31,21,77,33,28/8/2024
36570,Lagoa de Pedras,RN,31,21,94,51,28/8/2024
36571,Lagoa de Dentro,PB,29,20,94,58,28/8/2024
36572,Lagoa do Carro,PE,28,19,95,63,28/8/2024
36573,Lagoa de Velhos,RN,31,21,90,47,28/8/2024
36574,Lagoa de Itaenga,PE,28,20,93,63,28/8/2024
36575,Lagoa da Prata,MG,29,14,86,33,28/8/2024
36576,Lagoa D'Anta,RN,30,21,90,53,28/8/2024
36577,Lagoa,PB,35,21,78,26,28/8/2024
36578,Lagoa da Confusão,TO,40,23,55,19,28/8/2024
36579,Lagoa da Canoa,AL,26,18,93,67,28/8/2024
36580,Lagoa Alegre,PI,37,23,92,26,28/8/2024
36581,Lago Verde,MA,34,25,93,47,28/8/2024
36582,Lagoa Bonita do Sul,RS,16,4,90,53,28/8/2024
36583,Lago do Junco,MA,36,24,97,32,28/8/2024
36584,Lago dos Rodrigues,MA,36,24,97,32,28/8/2024
36585,Lago da Pedra,MA,35,24,95,41,28/8/2024
36586,Lages,SC,13,7,95,62,28/8/2024
36587,Ladainha,MG,21,16,92,68,28/8/2024
36588,Lafaiete Coutinho,BA,24,17,100,62,28/8/2024
36589,Ladário,MS,29,13,73,31,28/8/2024
36590,Lagamar,MG,30,18,75,32,28/8/2024
36591,Lacerdópolis,SC,17,3,95,47,28/8/2024
36592,Lábrea,AM,33,20,76,41,28/8/2024
36593,Juvenília,MG,33,19,64,30,28/8/2024
36594,Kaloré,PR,22,7,77,34,28/8/2024
36595,Jussiape,BA,27,14,98,39,28/8/2024
36596,Jutaí,AM,31,23,94,57,28/8/2024
36597,Jutí,MS,23,9,73,41,28/8/2024
36598,Jussari,BA,23,19,99,80,28/8/2024
36599,Jussara,GO,38,24,34,20,28/8/2024
36600,Juscimeira,MT,37,19,58,20,28/8/2024
36601,Jussara,PR,26,11,75,37,28/8/2024
36602,Juruti,PA,30,24,95,67,28/8/2024
36603,Juruá,AM,33,22,94,49,28/8/2024
36604,Jussara,BA,30,18,79,40,28/8/2024
36605,Juru,PB,32,18,87,28,28/8/2024
36606,Juruaia,MG,23,9,94,48,28/8/2024
36607,Juruena,MT,35,20,75,31,28/8/2024
36608,Juripiranga,PB,28,20,94,62,28/8/2024
36609,Júlio de Castilhos,RS,16,3,98,51,28/8/2024
36610,Júlio Mesquita,SP,26,9,70,17,28/8/2024
